Loyalty Number,Country,Province,City,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
101865,United Kingdom,,New York,Male,Bachelor,81727,Married,Nova,3284.32,Standard,2013,2,,
101866,United States,,Manchester,Male,Bachelor,88998,Married,Star,3038.45,Standard,2015,3,,
101867,Canada,Quebec,Gatineau,Female,College,60419,Married,Star,3761.96,2018 Promotion,2018,4,2018.0,8.0
101868,Canada,British Columbia,Burnaby,Female,College,55948,Married,Star,2532.88,Standard,2018,4,2018.0,11.0
101869,Canada,Ontario,Mississauga,Female,Bachelor,77165,Single,Nova,2235.08,Standard,2018,6,,
101870,Canada,Quebec,Gatineau,Female,Master,119413,Divorced,Star,2480.01,2018 Promotion,2018,3,2017.0,10.0
101871,Canada,Prince Edward Island,Charlottetown,Female,Bachelor,73007,Single,Star,4309.41,Standard,2017,8,,
101872,Canada,Ontario,Mississauga,Female,Bachelor,78873,Married,Nova,12452.94,Standard,2014,1,,
101873,Canada,Newfoundland and Labrador,St. Johns,Female,Bachelor,103518,Single,Aurora,6085.2,Standard,2017,9,,
101874,Canada,British Columbia,Burnaby,Male,Master,100505,Married,Star,9222.13,Standard,2013,3,,
101875,Canada,Quebec,Gatineau,Female,Bachelor,82679,Married,Star,917.55,Standard,2018,6,2018.0,1.0
101876,Canada,Ontario,Mississauga,Female,Bachelor,60923,Single,Nova,3069.59,Standard,2012,10,,
101877,Canada,Ontario,Toronto,Female,Doctor,134962,Married,Star,746.72,Standard,2014,2,2017.0,2.0
101878,Canada,British Columbia,Victoria,Male,Master,103286,Divorced,Star,976.37,Standard,2015,7,,
101879,Canada,Ontario,Ottawa,Female,Bachelor,78922,Single,Star,617.79,2018 Promotion,2018,2,,
101880,Canada,Ontario,London,Female,Master,111741,Married,Nova,13155.52,Standard,2012,9,,
101881,Canada,Alberta,Lethbridge,Male,Doctor,137312,Married,Star,1258.45,Standard,2017,8,,
101882,Canada,Alberta,Edmonton,Male,Bachelor,73262,Married,Star,3011.05,Standard,2018,10,,
101883,Canada,Alberta,Red Deer,Female,Bachelor,76528,Single,Star,3728.45,Standard,2018,12,,
101884,Canada,Quebec,Laval,Male,Master,111579,Married,Star,6021.57,Standard,2018,10,,
101885,Canada,Ontario,London,Male,Bachelor,66167,Married,Star,2903.17,Standard,2018,12,,
101886,Canada,Saskatchewan,Saskatoon,Male,Doctor,134756,Single,Star,664.78,Standard,2016,10,,
101887,Canada,Quebec,Laval,Male,Bachelor,83700,Married,Aurora,4880.71,Standard,2018,8,,
101888,Canada,Quebec,Laval,Female,College,71146,Married,Aurora,8552.03,Standard,2016,8,,
101889,Canada,Manitoba,Winnipeg,Male,Bachelor,101792,Single,Aurora,2661.17,Standard,2017,1,,
101890,United Kingdom,,London,Male,High School or Below,48257,Married,Star,4250.83,Standard,2014,5,,
101891,Canada,British Columbia,Burnaby,Female,College,59249,Single,Nova,3079.2,Standard,2017,6,,
101892,Canada,Ontario,Ottawa,Female,Doctor,164154,Divorced,Aurora,11588.16,2018 Promotion,2018,3,,
101893,Canada,Ontario,Toronto,Female,College,68122,Single,Aurora,3923.48,Standard,2017,7,,
101894,Canada,Alberta,Lethbridge,Male,High School or Below,47587,Married,Star,1660.93,Standard,2015,12,,
101895,Canada,Ontario,Mississauga,Female,Bachelor,92695,Married,Nova,8037.0,2018 Promotion,2018,4,,
101896,Canada,Ontario,Ottawa,Female,Master,99260,Married,Star,4855.85,Standard,2012,4,,
101897,Canada,British Columbia,Burnaby,Male,College,48317,Married,Aurora,2221.17,Standard,2014,8,2017.0,9.0
101898,Canada,British Columbia,Burnaby,Female,Bachelor,92921,Single,Nova,3470.05,Standard,2014,3,,
101899,Canada,Ontario,Ottawa,Female,College,57860,Married,Star,5172.78,Standard,2017,1,,
101900,Canada,Alberta,Edmonton,Female,Bachelor,83101,Married,Star,1505.6,Standard,2016,1,,
101901,Canada,Ontario,Hamilton,Female,Doctor,142804,Married,Star,2861.89,Standard,2018,10,,
101902,Canada,Prince Edward Island,Charlottetown,Female,Master,119125,Married,Nova,2582.09,Standard,2018,3,,
101903,Canada,Quebec,Quebec City,Female,Bachelor,74208,Married,Star,1506.66,2018 Promotion,2018,2,,
101904,Canada,Quebec,Gatineau,Male,Master,83166,Married,Star,1450.35,2018 Promotion,2018,4,,
101905,Canada,Ontario,Ottawa,Female,Bachelor,85589,Married,Star,1584.94,Standard,2018,11,,
101906,Canada,Alberta,Lethbridge,Female,High School or Below,52945,Married,Star,2095.25,Standard,2013,2,,
101907,United States,,London,Female,High School or Below,35738,Married,Nova,1454.42,Standard,2016,3,,
101908,Canada,Ontario,Mississauga,Female,Bachelor,84698,Married,Nova,5927.37,Standard,2012,4,,
101909,Canada,Ontario,Mississauga,Female,Bachelor,86044,Married,Star,623.43,Standard,2016,10,,
101910,Canada,British Columbia,Victoria,Female,Doctor,176014,Single,Star,2146.48,Standard,2013,10,,
101911,Canada,Quebec,Gatineau,Female,Bachelor,89124,Married,Star,9804.9,2018 Promotion,2018,4,,
101912,Canada,Ontario,Ottawa,Female,Master,88546,Married,Star,527.5,Standard,2014,2,,
101913,United Kingdom,,Los Angeles,Male,Doctor,148434,Married,Nova,594.25,Standard,2018,10,,
101914,Canada,Ontario,London,Male,Master,106967,Married,Star,1164.28,Standard,2015,7,,
101915,Canada,Quebec,Quebec City,Female,Bachelor,86796,Divorced,Nova,4266.79,Standard,2015,10,2018.0,12.0
101916,Canada,Ontario,Toronto,Female,Bachelor,61557,Married,Nova,1614.11,2018 Promotion,2018,3,2017.0,7.0
101917,Canada,Ontario,Ottawa,Male,Bachelor,67806,Married,Nova,7969.5,Standard,2017,6,,
101918,Canada,Ontario,Toronto,Male,College,51312,Married,Nova,1844.72,Standard,2018,7,,
101919,Canada,Ontario,Toronto,Male,College,75308,Divorced,Nova,3600.7,Standard,2013,5,,
101920,Canada,Alberta,Lethbridge,Female,High School or Below,45321,Married,Star,349.91,Standard,2012,11,2018.0,7.0
101921,Canada,Saskatchewan,Regina,Female,College,52269,Married,Nova,3701.14,Standard,2017,8,,
101922,Canada,Manitoba,Brandon,Male,Bachelor,85676,Married,Nova,2381.11,Standard,2018,5,,
101923,Canada,British Columbia,Burnaby,Male,Master,108240,Divorced,Nova,2168.7,Standard,2014,7,,
101924,Canada,Alberta,Lethbridge,Male,College,63642,Married,Aurora,9478.27,Standard,2016,10,,
101925,Canada,British Columbia,Vancouver,Male,Bachelor,68781,Single,Star,1010.26,2018 Promotion,2018,2,,
101926,Canada,Saskatchewan,Saskatoon,Male,Bachelor,85558,Married,Star,2367.48,Standard,2018,11,,
101927,Canada,Ontario,Toronto,Male,High School or Below,42249,Married,Star,2564.84,Standard,2015,4,,
101928,Canada,Saskatchewan,Regina,Male,Master,94058,Single,Nova,2638.86,Standard,2017,12,,
101929,Canada,Ontario,London,Female,Bachelor,98334,Married,Nova,5152.39,Standard,2015,12,,
101930,Canada,Ontario,Ottawa,Male,Master,125285,Married,Nova,1020.44,Standard,2014,12,2018.0,4.0
101931,Canada,Quebec,Laval,Female,Master,109039,Married,Star,582.97,2018 Promotion,2018,3,2017.0,3.0
101932,Canada,Ontario,London,Female,College,55582,Married,Nova,4489.02,2018 Promotion,2018,3,,
101933,Canada,British Columbia,Surrey,Male,College,60923,Married,Star,4823.8,Standard,2018,4,,
101934,Canada,British Columbia,Victoria,Female,Bachelor,45000,Married,Star,3349.48,Standard,2017,9,,
101935,Canada,Quebec,Laval,Female,College,72505,Single,Star,3093.19,Standard,2015,9,2017.0,1.0
101936,Canada,Ontario,Mississauga,Female,College,73204,Married,Star,332.88,Standard,2016,5,,
101937,Canada,Ontario,Hamilton,Female,Master,128153,Single,Star,1931.04,Standard,2015,7,,
101938,Canada,British Columbia,Surrey,Female,College,52930,Married,Nova,1986.87,Standard,2017,10,,
101939,Canada,Ontario,London,Female,Bachelor,82261,Single,Nova,4455.41,Standard,2016,11,,
101940,Canada,Quebec,Gatineau,Female,Bachelor,98433,Married,Nova,2145.77,Standard,2014,12,,
101941,Canada,Ontario,Ottawa,Male,College,48039,Single,Star,1677.56,Standard,2014,6,,
101942,Canada,Ontario,Ottawa,Female,Doctor,144437,Single,Nova,3714.5,Standard,2015,8,,
101943,Canada,Quebec,Gatineau,Male,Master,98026,Divorced,Star,398.6,Standard,2017,9,2017.0,2.0
101944,Canada,British Columbia,Burnaby,Male,College,42138,Married,Nova,3182.87,Standard,2016,11,,
101945,Canada,Alberta,Calgary,Male,Master,113021,Divorced,Aurora,1991.3,2018 Promotion,2018,4,,
101946,Canada,Quebec,Montreal,Male,High School or Below,46331,Divorced,Star,2180.28,Standard,2018,1,,
101947,Canada,Ontario,London,Male,College,60748,Single,Star,1609.23,Standard,2018,12,2017.0,8.0
101948,Canada,Alberta,Red Deer,Male,High School or Below,37514,Divorced,Aurora,9199.31,Standard,2016,7,,
101949,Canada,British Columbia,Surrey,Male,Bachelor,96976,Married,Star,1910.16,Standard,2014,5,,
101950,Canada,Ontario,Mississauga,Female,Bachelor,87435,Married,Aurora,34240.38,Standard,2017,6,,
101951,Canada,Ontario,Mississauga,Male,College,63711,Married,Star,1326.23,Standard,2017,6,,
101952,Canada,British Columbia,Surrey,Female,College,67935,Single,Star,1459.55,Standard,2014,9,,
101953,Canada,Quebec,Montreal,Female,Bachelor,89828,Married,Nova,11584.27,Standard,2012,11,,
101954,Canada,Ontario,Mississauga,Female,Bachelor,74501,Married,Star,1061.65,Standard,2018,10,,
101955,United Kingdom,,Manchester,Male,College,64227,Married,Star,799.56,2018 Promotion,2018,2,2018.0,5.0
101956,United States,,London,Male,Bachelor,83579,Married,Star,889.31,2018 Promotion,2018,4,,
101957,Canada,British Columbia,Surrey,Male,Bachelor,83357,Married,Nova,3469.84,Standard,2016,3,,
101958,Canada,Ontario,Ottawa,Female,College,65016,Single,Star,1865.08,2018 Promotion,2018,4,,
101959,Canada,Manitoba,Winnipeg,Male,Master,89813,Married,Aurora,2113.5,2018 Promotion,2018,3,2018.0,11.0
101960,Canada,Alberta,Red Deer,Female,Bachelor,50807,Single,Nova,5525.0,Standard,2015,5,,
101961,Canada,Quebec,Gatineau,Male,Master,99916,Married,Star,4913.09,Standard,2014,5,,
101962,Canada,Ontario,Ottawa,Female,College,46332,Married,Nova,6878.31,Standard,2013,10,,
101963,Canada,Ontario,Mississauga,Male,Bachelor,77686,Married,Star,1656.28,Standard,2017,1,2018.0,7.0
101964,Canada,Newfoundland and Labrador,St. Johns,Female,High School or Below,33761,Single,Star,739.91,Standard,2017,1,2018.0,5.0
101965,Canada,British Columbia,Surrey,Female,Bachelor,83409,Single,Nova,791.75,Standard,2014,5,,
101966,Canada,Ontario,Hamilton,Male,Master,103342,Married,Aurora,3743.94,2018 Promotion,2018,3,,
101967,Canada,Ontario,Mississauga,Male,Doctor,138413,Single,Nova,2521.57,Standard,2012,2,,
101968,Canada,Quebec,Montreal,Male,Master,113514,Married,Nova,16236.47,Standard,2015,12,,
101969,Canada,Quebec,Laval,Female,College,69356,Married,Star,810.91,Standard,2013,10,,
101970,Canada,Ontario,Ottawa,Female,Bachelor,75107,Married,Star,1241.1,2018 Promotion,2018,4,,
101971,Canada,British Columbia,Burnaby,Male,Bachelor,85215,Married,Star,2559.64,Standard,2014,10,,
101972,Canada,British Columbia,Surrey,Male,High School or Below,46519,Divorced,Nova,1332.6,Standard,2017,1,,
101973,Canada,Ontario,Ottawa,Male,High School or Below,35202,Married,Nova,5360.99,Standard,2018,3,,
101974,Canada,Ontario,Ottawa,Male,College,67452,Married,Nova,12207.52,2018 Promotion,2018,4,,
101975,Canada,Ontario,Mississauga,Male,Bachelor,71044,Married,Star,3050.36,Standard,2014,10,,
101976,United States,,New York,Male,College,53710,Single,Aurora,4792.21,Standard,2016,3,,
101977,Canada,Quebec,Quebec City,Male,Master,100202,Married,Aurora,19531.28,2018 Promotion,2018,2,,
101978,Canada,Ontario,Ottawa,Female,Bachelor,69344,Married,Nova,4799.56,Standard,2015,3,,
101979,Canada,British Columbia,Vancouver,Female,Bachelor,71900,Married,Aurora,11523.47,Standard,2012,8,,
101980,Canada,Manitoba,Winnipeg,Male,Bachelor,88467,Married,Aurora,4942.54,Standard,2018,8,,
101981,Canada,Ontario,Hamilton,Male,College,50077,Married,Nova,2693.01,Standard,2016,2,,
101982,Canada,British Columbia,Surrey,Female,Doctor,158399,Married,Nova,1714.13,2018 Promotion,2018,2,,
101983,Canada,British Columbia,Surrey,Male,College,52075,Married,Star,451.01,2018 Promotion,2018,3,,
101984,Canada,Ontario,Hamilton,Male,Master,116771,Divorced,Star,1097.83,Standard,2017,6,,
101985,Canada,Quebec,Gatineau,Male,Bachelor,87783,Married,Aurora,17272.18,Standard,2014,7,,
101986,Canada,Ontario,London,Female,Bachelor,69301,Single,Star,2144.92,Standard,2017,5,2018.0,10.0
101987,Canada,British Columbia,Surrey,Male,Master,90525,Single,Nova,28107.32,Standard,2012,2,,
101988,Canada,Quebec,Laval,Female,College,64723,Married,Star,1194.56,Standard,2016,5,,
101989,Canada,Alberta,Red Deer,Male,Bachelor,95537,Married,Nova,2183.41,Standard,2016,5,,
101990,Canada,Ontario,Hamilton,Male,Master,105493,Single,Star,657.91,Standard,2015,5,2018.0,10.0
101991,Canada,Alberta,Edmonton,Female,Doctor,162618,Married,Star,838.39,Standard,2016,1,2018.0,2.0
101992,Canada,Ontario,London,Male,Bachelor,97355,Married,Star,2137.3,Standard,2015,5,,
101993,Canada,Ontario,Toronto,Male,Doctor,122464,Single,Star,2984.46,Standard,2016,1,,
101994,Canada,Quebec,Montreal,Female,Master,124602,Married,Aurora,10954.22,Standard,2014,4,,
101995,Canada,British Columbia,Victoria,Male,Master,114983,Married,Nova,5246.99,Standard,2016,4,,
101996,Canada,Quebec,Quebec City,Female,Master,92427,Married,Aurora,9687.25,Standard,2014,1,,
101997,United States,,New York,Female,Bachelor,75130,Single,Star,1527.17,Standard,2017,4,,
101998,Canada,Ontario,Mississauga,Male,Bachelor,96636,Single,Star,2564.45,Standard,2015,2,,
101999,Canada,Ontario,Mississauga,Male,College,72531,Married,Nova,7394.91,Standard,2017,2,,
102000,Canada,Manitoba,Winnipeg,Male,Bachelor,80282,Divorced,Aurora,3435.33,2018 Promotion,2018,2,,
102001,Canada,Ontario,Hamilton,Female,Master,140348,Single,Star,3030.87,Standard,2016,5,,
102002,Canada,Ontario,Ottawa,Female,Doctor,171001,Married,Nova,3742.41,Standard,2015,7,,
102003,Canada,Ontario,Mississauga,Female,High School or Below,49676,Single,Star,4252.2,Standard,2017,7,,
102004,Canada,British Columbia,Burnaby,Male,Bachelor,89898,Divorced,Nova,341.83,Standard,2014,1,,
102005,Canada,British Columbia,Vancouver,Female,Bachelor,90124,Married,Star,2812.18,Standard,2014,7,,
102006,Canada,British Columbia,Surrey,Male,Bachelor,63359,Married,Nova,3045.9,Standard,2017,4,,
102007,Canada,British Columbia,Victoria,Male,College,55160,Single,Aurora,6160.54,Standard,2012,5,,
102008,Canada,Ontario,Mississauga,Female,High School or Below,44813,Married,Star,18593.95,2018 Promotion,2018,4,,
102009,Canada,Ontario,London,Male,Doctor,132956,Single,Nova,1850.5,Standard,2017,5,,
102010,Canada,Quebec,Quebec City,Female,College,65509,Married,Nova,7743.99,Standard,2014,4,,
102011,Canada,Alberta,Edmonton,Male,College,61581,Divorced,Aurora,9438.13,2018 Promotion,2018,4,,
102012,Canada,British Columbia,Surrey,Male,Bachelor,90003,Married,Star,876.47,Standard,2017,4,2018.0,8.0
102013,Canada,Saskatchewan,Regina,Female,Bachelor,80286,Single,Star,1362.28,Standard,2018,3,,
102014,Canada,Ontario,Hamilton,Female,Bachelor,99304,Single,Aurora,5038.14,Standard,2016,12,,
102015,Canada,Ontario,Hamilton,Female,High School or Below,46597,Married,Nova,3384.14,Standard,2015,7,,
102016,Canada,Ontario,Hamilton,Female,Doctor,136002,Single,Aurora,8571.26,Standard,2017,4,,
102017,Canada,Ontario,Mississauga,Male,College,65833,Divorced,Star,1356.28,Standard,2017,9,,
102018,Canada,Alberta,Lethbridge,Male,High School or Below,50181,Married,Nova,2232.19,Standard,2014,6,,
102019,Canada,Ontario,Mississauga,Female,Bachelor,83895,Single,Star,5746.65,Standard,2014,10,,
102020,Canada,Quebec,Montreal,Female,Bachelor,63985,Divorced,Aurora,3539.16,Standard,2015,9,,
102021,United States,,Los Angeles,Female,High School or Below,51659,Single,Star,1076.96,Standard,2015,9,2018.0,5.0
102022,Canada,Ontario,Mississauga,Male,College,46907,Divorced,Nova,2110.8,Standard,2012,3,,
102023,United States,,Chicago,Male,College,49086,Single,Nova,1841.57,Standard,2016,2,,
102024,Canada,Quebec,Montreal,Female,Master,106974,Single,Star,3346.89,Standard,2014,5,,
102025,Canada,Ontario,Hamilton,Male,College,56593,Married,Nova,2556.0,Standard,2015,7,,
102026,Canada,Ontario,Toronto,Male,College,60912,Married,Nova,10594.34,Standard,2017,5,2017.0,4.0
102027,Canada,Ontario,Mississauga,Female,Doctor,169936,Married,Star,2340.59,Standard,2012,9,,
102028,United Kingdom,,Chicago,Female,Bachelor,88182,Single,Star,2489.5,Standard,2017,11,,
102029,Canada,Quebec,Gatineau,Male,Bachelor,73616,Married,Aurora,12442.05,Standard,2017,8,,
102030,Canada,Quebec,Gatineau,Male,Bachelor,93734,Divorced,Aurora,6936.53,Standard,2012,12,,
102031,Canada,Quebec,Gatineau,Female,Bachelor,65597,Married,Aurora,4659.58,Standard,2012,12,,
102032,Canada,Ontario,Mississauga,Female,College,55099,Single,Star,4149.06,Standard,2016,5,,
102033,Canada,Manitoba,Winnipeg,Male,Bachelor,82426,Married,Star,611.48,Standard,2013,5,,
102034,United Kingdom,,Chicago,Female,Master,96764,Single,Star,1628.04,2018 Promotion,2018,4,,
102035,Canada,Quebec,Montreal,Male,College,66062,Single,Star,4308.89,Standard,2017,6,,
102036,Canada,British Columbia,Surrey,Female,Bachelor,83441,Married,Star,1613.22,2018 Promotion,2018,4,,
102037,Canada,Alberta,Edmonton,Female,High School or Below,47213,Married,Star,5649.53,2018 Promotion,2018,2,,
102038,Canada,Quebec,Laval,Female,Master,107429,Single,Star,1299.78,Standard,2017,12,,
102039,Canada,Alberta,Lethbridge,Female,Master,119564,Single,Star,2838.25,2018 Promotion,2018,4,,
102040,Canada,British Columbia,Vancouver,Female,Bachelor,70585,Married,Star,931.79,Standard,2017,4,,
102041,Canada,Ontario,Ottawa,Male,Master,80915,Single,Nova,6374.5,Standard,2014,6,,
102042,Canada,Quebec,Quebec City,Male,Bachelor,92208,Married,Star,3539.51,Standard,2016,7,,
102043,Canada,British Columbia,Burnaby,Female,College,54318,Single,Nova,1896.01,Standard,2018,12,,
102044,Canada,Quebec,Laval,Female,Doctor,121151,Married,Nova,1696.3,Standard,2017,3,,
102045,Canada,Alberta,Edmonton,Female,Bachelor,84712,Single,Star,1711.84,Standard,2015,12,2017.0,1.0
102046,Canada,British Columbia,Victoria,Male,Bachelor,85796,Single,Aurora,9638.94,2018 Promotion,2018,2,,
102047,Canada,Quebec,Laval,Male,High School or Below,52557,Divorced,Star,2557.21,2018 Promotion,2018,2,,
102048,Canada,Alberta,Edmonton,Female,Bachelor,84224,Married,Nova,9547.1,Standard,2015,3,,
102049,Canada,Quebec,Laval,Female,Bachelor,83295,Divorced,Nova,3194.33,Standard,2014,9,,
102050,Canada,Manitoba,Winnipeg,Female,Bachelor,74442,Single,Nova,4105.03,Standard,2015,7,,
102051,Canada,Ontario,Hamilton,Female,Master,128070,Married,Star,3549.77,Standard,2018,10,,
102052,Canada,Quebec,Montreal,Male,Bachelor,97007,Single,Star,1838.46,2018 Promotion,2018,2,,
102053,Canada,Alberta,Lethbridge,Female,High School or Below,33490,Married,Aurora,2485.64,Standard,2015,9,2018.0,8.0
102054,United States,,New York,Male,Bachelor,100388,Married,Aurora,7640.91,Standard,2015,1,,
102055,Canada,Ontario,Mississauga,Female,Doctor,128719,Single,Aurora,8873.85,Standard,2017,12,,
102056,Canada,British Columbia,Vancouver,Female,College,69118,Married,Nova,1568.61,2018 Promotion,2018,2,,
102057,Canada,Ontario,Toronto,Male,Bachelor,87668,Married,Nova,3122.45,Standard,2017,2,,
102058,Canada,Ontario,Ottawa,Female,College,68260,Divorced,Aurora,18996.56,Standard,2018,5,,
102059,Canada,Quebec,Gatineau,Male,Bachelor,94000,Single,Star,2818.03,Standard,2018,3,,
102060,Canada,Ontario,Ottawa,Female,High School or Below,48132,Married,Star,1148.92,Standard,2013,8,,
102061,Canada,British Columbia,Surrey,Male,Bachelor,91496,Single,Nova,2118.19,Standard,2018,5,,
102062,Canada,Quebec,Laval,Female,Master,92678,Married,Star,309.22,Standard,2017,6,2017.0,7.0
102063,Canada,Ontario,Hamilton,Male,Master,150000,Married,Nova,1349.82,Standard,2018,12,,
102064,Canada,Newfoundland and Labrador,St. Johns,Female,Doctor,126117,Married,Nova,3433.04,Standard,2018,6,,
102065,Canada,Ontario,Toronto,Female,Master,111214,Divorced,Star,1648.35,2018 Promotion,2018,2,2017.0,5.0
102066,Canada,Ontario,Toronto,Male,College,60833,Married,Star,1112.62,Standard,2017,11,,
102067,Canada,Ontario,London,Female,College,63394,Married,Nova,3245.46,Standard,2014,5,,
102068,Canada,Ontario,Hamilton,Female,Master,89364,Married,Nova,9592.17,Standard,2018,3,,
